isin,name,nse_symbol,bse_symbol,cap_bucket,date_of_listing,excluded,exclusion_reason
INE876E01033,Nihar Info Global Ltd,,NIHARINF,small,,False,
INE858C01027,United Credit Ltd,,UNITDCR,small,,True,name matches Financial Services heuristic (unverified)
INE396H01019,Centuple Global Ltd,,CENTUPLE,small,,False,
INE538G01018,Gothi Plascon India Ltd,,GOTHIPL,small,,False,
INE418D01010,Ceenik Exports India Ltd,,CEENIK,small,,False,
INE237C01016,Kati Patang Lifestyle Ltd,,KATIPATANG,small,,False,
INE148B01033,Mena Mani Industries Ltd,,MENAMANI,small,,False,
INE635D01027,Inani Marbles & Industries Ltd,,INANI,small,,False,
INE503D01027,Gemstone Investments Ltd,,GEMSI,small,,False,
INE158F01017,El Forge Ltd,,ELFORGE,small,,False,
INE650C01036,Diligent Industries Ltd,,DILIGENT,small,,False,
INE601F01016,Epsom Properties Ltd,,EPSOMPRO,small,,False,
INE883B01027,Alfavision Overseas India Ltd,,ALFAVIO,small,,False,
INE412E01011,Organic Coatings Ltd,,ORGCOAT,small,,False,
INE660B01011,Catvision Ltd,,CATVISION,small,,False,
INE971L01029,Kemistar Corporation Ltd,,KEMISTAR,small,,False,
INE995E01015,Laser Diamonds Ltd,,LADIAMO,small,,False,
INE771E01010,Associated Ceramics Ltd,,ASSOCER,small,,False,
INE709B01016,SKP Securities Ltd,,SKPSEC,small,,False,
INE121D01036,Syschem India Ltd,,SYSCHEM,small,,False,
INE186C01023,Mefcom Capital Markets Ltd,,MEFCOMCAP,small,,True,name matches Financial Services heuristic (unverified)
INE930A01010,Hemang Resources Ltd,,HEMANG,small,,False,
INE355H01015,Eforu Entertainment Ltd,,EFORU,small,,False,
INE589N01017,Filtron Engineers Ltd,,FILTRON,small,,False,
INE580D01017,Glance Finance Ltd,,GLANCE,small,,True,name matches Financial Services heuristic (unverified)
INE819G01012,Tradewell Holdings Ltd,,TRADEWELL,small,,False,
INE179O01031,Spright Agro Ltd,,SPRIGHT,small,,False,
INE741C01017,Cresanto Global Ltd,,CRESANTO,small,,False,
INE923C01011,Colinz Laboratories Ltd,,COLINZ,small,,False,
INE606C01012,Nalin Lease Finance Ltd,,NLFL,small,,True,name matches Financial Services heuristic (unverified)
INE861E01019,Shyama Computronics and Services Ltd,,SHYAMACOMP,small,,False,
INE262W01012,Mayur Floorings Ltd,,MAYURFL,small,,False,
INE364D01032,Anjani Synthetics Ltd,,ANJANI,small,,False,
INE907E01010,Deco Mica Ltd,,DECOMIC,small,,False,
INE821D01031,Rander Corporation Ltd,,RANDER,small,,False,
INE822D01021,Rasi Electrodes Ltd,,RASIELEC,small,,False,
INE962E01015,Scoobee Day Garments (India) Ltd,,SCOOBEEDAY,small,,False,
INE494D01011,Citi Port Financial Services Ltd,,CITIPOR,small,,True,name matches Financial Services heuristic (unverified)
INE972E01014,Dhruva Capital Services Ltd,,DHRUVCA,small,,True,name matches Financial Services heuristic (unverified)
INE022F01015,Shamrock Industrial Company Ltd,,SHAMROIN,small,,False,
INE723N01012,Prima Industries Ltd,,PRIMAIN,small,,False,
INE342D01012,India Gelatine & Chemicals Ltd,,INDGELA,small,,False,
INE015E01012,Paragon Finance Ltd,,PARAGONF,small,,True,name matches Financial Services heuristic (unverified)
INE530D01012,Vellora Impact Ltd,,VELLORA,small,,False,
INE328F01016,Esha Media Research Ltd,,ESHAMEDIA,small,,False,
INE332F01018,Refex Renewables & Infrastructure Ltd,,REFEXRENEW,small,,False,
INE060N01019,Equilateral Enterprises Ltd,,EQUILATERA,small,,False,
INE421E01012,Progrex Ventures Ltd,,PROGREXV,small,,False,
INE151B01011,B2B Software Technologies Ltd,,B2BSOFT,small,,False,
INE526C01012,Nikki Global Finance Ltd,,NIKKIGL,small,,True,name matches Financial Services heuristic (unverified)
INE986B01044,Radhe Developers India Ltd,,RADHEDE,small,,False,
INE674M01019,Kinetic Trust Ltd,,KINETRU,small,,True,"name matches Trust/REIT/InvIT heuristic (unverified) - likely an investment/holding company rather than a literal REIT/InvIT, see decision 0002"
INE785D01012,Elixir Capital Ltd,,ELIXIR,small,,True,name matches Financial Services heuristic (unverified)
INE238C01022,Trishakti Industries Ltd,,TRISHAKT,small,,False,
INE698B01011,Pankaj Polymers Ltd,,PANKAJPO,small,,False,
INE807H01023,Marble City India Ltd,,MARBLE,small,,False,
INE897D01015,Cindrella Financial Services Ltd,,CINDRELL,small,,True,name matches Financial Services heuristic (unverified)
INE586D01014,Adhata Global Ltd,,ADHHATA,small,,False,
INE896D01017,National Plastic Technologies Ltd,,NATPLASTI,small,,False,
INE531D01010,Lead Financial Services Ltd,,LEADFIN,small,,True,name matches Financial Services heuristic (unverified)
INE643C01015,National Fittings Ltd,,NATFIT,small,,False,
INE885B01014,Artefact Projects Ltd,,ARTEFACT,small,,False,
INE053D01015,Amit International Ltd,,AMITINT,small,,False,
INE319M01011,Tusaldah Ltd,,TUSALDAH,small,,False,
INE960H01012,Nutech Global Ltd,,NUTECGLOB,small,,False,
INE590D01016,DHP India Ltd,,DHPIND,small,,False,
INE325G01010,Available Finance Ltd,,AVAILFC,small,,True,name matches Financial Services heuristic (unverified)
INE366H01012,Integra Capital  Ltd,,INTCAPL,small,,True,name matches Financial Services heuristic (unverified)
INE368C01019,Maruti Global Industries Ltd,,MGIL,small,,False,
INE250D01017,Jayatma Industries Ltd,,JAYIND,small,,False,
INE475C01012,Roselabs Finance Ltd,,ROSELABS,small,,True,name matches Financial Services heuristic (unverified)
INE128R01023,Kretto Syscon Ltd,,KRETTOSYS,small,,False,
INE186E01011,Vikalp Securities Ltd,,VIKALPS,small,,False,
INE151H01018,Milestone Global Ltd,,MILESTONE,small,,False,
INE348I01018,Bervin Investment & Leasing Ltd,,BERVINL,small,,True,name matches Financial Services heuristic (unverified)
INE373D01017,Gujarat Investa Ltd,,GUJINV,small,,False,
INE500D01015,Eastern Treads Ltd,,EASTRED,small,,False,
INE328D01011,Peeti Securities Ltd,,PEETISEC,small,,False,
INE777G01012,Shriram Asset Management Company Ltd,,SRAMSET,small,,True,name matches Financial Services heuristic (unverified)
INE427D01011,Golechha Global Finance Ltd,,GOLECHA,small,,True,name matches Financial Services heuristic (unverified)
INE005E01013,Ekansh Concepts Ltd,,EKANSH,small,,False,
INE960B01015,Sparc Electrex Ltd,,SPAR,small,,False,
INE405H01018,Centenial Surgical Suture Ltd,,CSURGSU,small,,False,
INE671D01014,Hasti Finance Ltd,,HASTIFIN,small,,True,name matches Financial Services heuristic (unverified)
INE890B01014,Upsurge Investment & Finance Ltd,,UPSURGE,small,,True,name matches Financial Services heuristic (unverified)
INE448D01025,Padam Cotton Yarns Ltd,,PADAMCO,small,,False,
INE905B01010,Women Networks Ltd,,WOMENNET,small,,False,
INE262C01014,Polycon International Ltd,,POLYCON,small,,False,
INE679C01027,Source Natural Foods and Herbal Supplements Ltd,,SOURCENTRL,small,,False,
INE493B01017,GG Automotive Gears Ltd,,GGAUTO,small,,False,
INE281M01013,LWS Knitwear Ltd,,LWSKNIT,small,,False,
INE234J01018,ANS Industries Ltd,,ANSINDUS,small,,False,
INE057D01016,Alchemist Corporation Ltd,,ALCHCORP,small,,False,
INE560D01027,Tuni Textile Mills Ltd,,TUNITEX,small,,False,
INE576N01014,Radix Industries (India) Ltd,,RADIXIND,small,,False,
INE516D01011,Kiran Print Pack Ltd,,KIRANPR,small,,False,
INE603F01012,Narendra Properties Ltd,,NARPROP,small,,False,
INE804B01023,Mega Corporation Ltd,,MEGACOR,small,,False,
INE644K01016,BMB Music & Magnetics Ltd,,BMBMUMG,small,,False,
INE07P301011,Systematix Securities Ltd,,SYTIXSE,small,,False,
INE271D01013,Sungold Capital Ltd,,SUNGOLD,small,,True,name matches Financial Services heuristic (unverified)
INE474D01013,Saffron Industries Ltd,,SAFFRON,small,,False,
INE523I01016,Prakash Woollen & Synthetic Mills Ltd,,PWASML,small,,False,
INE100F01019,Lyons Corporate Market Ltd,,LYONSCO,small,,False,
INE323D01020,Polylink Polymers India Ltd,,POLYLINK,small,,False,
INE952C01028,Minaxi Textiles Ltd,,MINAXI,small,,False,
INE109B01019,Boston Commerce Ltd,,BOSTON,small,,False,
INE545B01022,Continental Controls Ltd,,CONTICON,small,,False,
INE377M01043,Global Infratech & Finance Ltd,,GBLINFRA,,,True,name matches Financial Services heuristic (unverified)
INE317B01042,Nouveau Global Ventures Ltd,,NOUVEAU,small,,False,
INE397G01019,Duke Offshore Ltd,,DUKEOFS,small,,False,
INE183D01010,Cybele Industries Ltd,,CYBELEIND,small,,False,
INE600B01033,Filmcity Media Ltd,,FILME,small,,False,
INE680D01015,Omkar Overseas Ltd,,OMKAR,small,,False,
INE080D01042,Sybly Industries Ltd,,SYBLY,small,,False,
INE404L01039,Esaar India Ltd,,ESARIND,small,,False,
INE866D01010,Maris Spinners Ltd,,MARIS,small,,False,
INE628F01019,Indergiri Finance Ltd,,INDERGR,small,,True,name matches Financial Services heuristic (unverified)
INE561E01015,Shukra Bullions Ltd,,SKRABUL,small,,False,
INE623D01015,Step Two Corporation Ltd,,STEP2COR,small,,False,
INE681D01039,Orient Tradelink Ltd,,ORIENTTR,small,,False,
INE735D01041,Mahan Industries Ltd,,MAHANIN,small,,False,
INE767B01022,Vikas Proppant & Granite Ltd,,VIKASPROP,small,,False,
INE971E01016,Desh Rakshak Aushdhalaya Ltd,,DESHRAK,small,,False,
INE849B01010,ACE Software Exports Ltd,,ACESOFT,small,,False,
INE562E01021,Softrak Venture Investment Ltd,,SOFTRAKV,small,,False,
INE658E01027,Betala Global Securities Ltd,,BETALA,,,False,
INE578B01015,Accedere Ltd,,ACCEDERE,small,,False,
INE681K01026,Mizzen Ventures Ltd,,MIZVEN,small,,False,
INE864D01015,Rishabh Digha Steel & Allied Products Ltd,,RISHDIGA,small,,False,
INE392G01028,Maruti Infrastructure Ltd,,MAINFRA,small,,False,
INE881A01015,Kobo Biotech Ltd,,KOBO,small,,False,
INE865D01012,Jhaveri Credits & Capital Ltd,,JHACC,small,,True,name matches Financial Services heuristic (unverified)
INE754B01012,Raghunath Tobacco Company Ltd,,RAGHUTOB,small,,False,
INE193D01019,Disha Resources Ltd,,DRL,small,,False,
INE137E01014,Amit Securities Ltd,,AMITSEC,small,,False,
INE860D01013,Sanjivani Paranteral Ltd,,SANJIVIN,small,,False,
INE863D01017,Ranjit Securities Ltd,,RANJITSE,small,,False,
INE192C01013,Vas Infrastructure Ltd,,VASINFRA,small,,False,
INE580H01026,KMF Builders & Developers Ltd,,KMFBLDR,small,,False,
INE508J01015,Beryl Securities Ltd,,BERYLSE,small,,False,
INE483D01014,Rap Corp Ltd,,RAP,small,,False,
INE455C01014,Devine Impex Ltd,,DEVINE,small,,False,
INE802A01037,Bampsl Securities Ltd,,BAMPSL,small,,False,
INE861N01036,Genpharmasec Ltd,,GENPHARMA,small,,False,
INE507D01010,Incon Engineers Ltd,,INCON,small,,False,
INE046M01036,Midland Polymers Ltd,,MIDPOLY,small,,False,
INE832C01014,Gogia Capital Growth Ltd,,GOGIACAPGL,small,,True,name matches Financial Services heuristic (unverified)
INE792J01015,Gorani Industries Ltd,,GORANIN,small,,False,
INE902G01016,KG Petrochem Ltd,,KGPETRO,small,,False,
INE832E01010,UFM Industries Ltd,,UFMINDL,small,,False,
INE100C01024,Meyer Apparel Ltd,,MAL,small,,False,
INE347I01010,Starcom Information Technology Ltd,,STARCOM,small,,False,
INE628B01034,Orosil Smiths India Ltd,,OROSMITHS,small,,False,
INE173E01019,Tejassvi Aaharam Ltd,,TEJASSVI,small,,False,
INE870J01019,Silver Oak India Ltd,,SILVOAK,small,,False,
INE936N01010,Suvidha Infraestate Corporation Ltd,,SICL,small,,False,
INE546D01018,Tokyo Finance Ltd,,TOKYOFIN,small,,True,name matches Financial Services heuristic (unverified)
INE265C01025,Prabhatam Infra Venture Ltd,,PRABHATAM,small,,False,
INE654H01011,National General Industries Ltd,,NATGENI,small,,False,
INE528C01018,UVS Hospitality And Services Ltd,,UVS,small,,False,
INE454E01013,Abate As Industries Ltd,,ABATEAS,small,,False,
INE863C01019,Hittco Tools Ltd,,HITTCO,small,,False,
INE139D01020,Yuvraaj Hygiene Products Ltd,,YUVRAAJHPL,small,,False,
INE117K01013,RR MetalMakers India Ltd,,RRMETAL,small,,False,
INE661D01015,Vision Corporation Ltd,,VISIONCO,small,,False,
INE214D01021,Karnawati Innovation Ltd,,KARNAWATI,small,,False,
INE224C01014,Inani Securities Ltd,,INANISEC,small,,False,
INE067C01025,Anka India Ltd,,ANKIN,small,,False,
INE554H01021,Emrock Corporation Ltd,,EMROCK,small,,False,
INE588E01026,Aris International Ltd,,ARISINT,small,,False,
INE799E01011,Mayur Leather Products Ltd,,MAYUR,small,,False,
INE673C01020,Amerise Biosciences Ltd,,AMERISE,small,,False,
INE776R01011,Frontline Financial Services Ltd,,FRONTFN,small,,True,name matches Financial Services heuristic (unverified)
INE537C01019,Advik Laboratories Ltd,,ADVIKLA,small,,False,
INE621B01021,Prithvi Exchange (India) Ltd,,PRITHVIEXCH,small,,False,
INE593B01030,Khyati Multimedia Entertainment Ltd,,KHYATI,small,,False,
INE230F01014,Rainbow Foundations Ltd,,RAINBOWF,small,,False,
INE489F01016,VSD Confin Ltd,,VSDCONF,small,,False,
INE843F01014,Tricom Fruit Products Ltd,,TRICOMFRU,small,,False,
INE316G01019,Panchsheel Organics Ltd,,PANCHSHEEL,small,,False,
INE429Q01019,Prism Finance Ltd,,PRISMFN,small,,True,name matches Financial Services heuristic (unverified)
INE414C01045,Greencrest Financial Services Ltd,,GREENCREST,small,,True,name matches Financial Services heuristic (unverified)
INE913A01024,Silicon Valley Infotech Ltd,,SILICON,small,,False,
INE509C01026,Gennex Laboratories Ltd,,GENNEX,small,,False,
INE258Z01013,Hira Automobiles Ltd,,HIRAUTO,small,,False,
INE548B01018,Gini Silk Mills Ltd,,GINISILK,small,,False,
INE703D01023,Biogen Pharmachem Industries Ltd,,BIOGEN,small,,False,
INE131D01019,GK Consultants Ltd,,GKCONS,small,,False,
INE576D01015,Unjha Formulations Ltd,,UNJHAFOR,small,,False,
INE600F01018,PFL Infotech Ltd,,PFLINFOTC,small,,False,
INE059E01010,Kachchh Minerals Ltd,,KACHCHH,small,,False,
INE630U01014,Padmanabh Alloys & Polymers Ltd,,PADALPO,small,,False,
INE229G01022,Kaiser Corporation Ltd,,KACL,small,,False,
INE469F01026,KCL Infra Projects Ltd,,KCLINFRA,small,,False,
INE331F01028,Seshachal Technologies Ltd,,SESHACHAL,small,,False,
INE393D01015,Scan Projects Ltd,,SCANPRO,small,,False,
INE426H01014,Prerna Infrabuild Ltd,,PRERINFRA,small,,False,
INE161E01014,Metal Coatings India Ltd,,METALCO,small,,False,
INE266C01023,SGN Telecoms Ltd,,SGNTE,small,,False,
INE278O01015,Ganga Papers India Ltd,,GANGAPA,small,,False,
INE297J01023,Tirupati Sarjan Ltd,,TIRSARJ,small,,False,
INE348D01019,Munoth Financial Services Ltd,,MUNOTHFI,small,,True,name matches Financial Services heuristic (unverified)
INE513E01024,Rodium Realty Ltd,,RODIUM,small,,False,
INE335N01015,RCC Cements Ltd,,RCCEMEN,small,,False,
INE793H01017,Nagarjuna Agri Tech Ltd,,NAGTECH,small,,False,
INE487B01019,Natura Hue Chem Ltd,,NATHUEC,small,,False,
INE172B01017,IEC Education Ltd,,IECEDU,small,,False,
INE935D01013,Indus Finance Ltd,,INDUSFINL,small,,True,name matches Financial Services heuristic (unverified)
INE884X01011,Trinity League India Ltd,,TRINITYLEA,small,,False,
INE024B01010,Joindre Capital Services Ltd,,JOINDRE,small,,True,name matches Financial Services heuristic (unverified)
INE842D01029,Bharat Agri Fert & Realty Ltd,,BHARATAGRI,small,,False,
INE929K01011,Unitech International Ltd,,UNITINT,small,,False,
INE433G01020,Sacheta Metals Ltd,,SACHEMT,small,,False,
INE370C01015,Popular Estate Management Ltd,,POPULARES,small,,False,
INE283D01018,Anjani Finance Ltd,,ANJANIFIN,small,,True,name matches Financial Services heuristic (unverified)
INE763K01014,SVA India Ltd,,SVAINDIA,small,,False,
INE149D01011,Tacent Projects Ltd,,TACENT,small,,False,
INE687C01012,Rexnord Electronics & Controls Ltd,,REXNORD,small,,False,
INE882B01037,Nurture Well Industries Ltd,,NWIL,small,,False,
INE248B01023,Sawaca Enterprises Ltd,,SAWACA,small,,False,
INE778E01031,CCL International Ltd,,CCLINTER,small,,False,
INE755J01012,Gallops Enterprise Ltd,,GALLOPENT,small,,False,
INE587J01027,Croissance Ltd,,CROISSANCE,small,,False,
INE312M01024,JOJO Ltd,,JOJO,,,False,
INE803L01016,Galaxy Agrico Exports Ltd,,GALAGEX,small,,False,
INE641H01018,Castora Agri Commodities Ltd,,CASTORA,small,,False,
INE02XD01011,Hindustan Appliances Ltd,,HINDAPL,small,,False,
INE956B01013,Dhampure Specialty Sugars Ltd,,DHAMPURE,small,,False,
INE545N01019,Shantanu Sheorey Aquakult Ltd,,SHAQUAK,small,,False,
INE595D01015,Golden Carpets Ltd,,GOLCA,small,,False,
INE214B01017,Innocorp Ltd,,INNOCORP,small,,False,
INE074H01012,Sarthak Industries Ltd,,SARTHAKIND,small,,False,
INE185D01015,Lexoraa Industries Ltd,,LEXORAA,small,,False,
INE669W01018,Chadha Papers Ltd,,CHADPAP,small,,False,
INE316D01024,Vertex Securities Ltd,,VERTEX,small,,False,
INE811H01017,Riba Textiles Ltd,,RIBATEX,small,,False,
INE997D01021,Newtime Infrastructure Ltd,,NEWINFRA,small,,False,
INE108B01029,June Industries Ltd,,JUNE,small,,False,
INE914B01012,Shree Metalloys Ltd,,SHREMETAL,small,,False,
INE786E01018,IITL Projects Ltd,,IITLPROJ,small,,False,
INE167F01018,Popees Baby Care India Ltd,,POPEES,small,,False,
INE558F01026,Chartered Logistics Ltd,,CHLOGIST,small,,False,
INE564B01015,Senthil Infotek Ltd,,SENINFO,small,,False,
INE547C01018,Spectrum Foods Ltd,,SPECFOOD,small,,False,
INE132E01015,Deccan Polypacks Ltd,,DECPO,small,,False,
INE735C01027,Amraworld Agrico Ltd,,AMRAAGRI,small,,False,
INE706C01028,Auto Pins (India) Ltd,,AUTOPINS,small,,False,
INE164D01010,Ikoma Technologies Ltd,,IKOMA,small,,False,
INE146H01018,Inducto Steel Ltd,,INDCTST,small,,False,
INE653D01012,Sam Industries Ltd,,SAMINDUS,small,,False,
INE981C01019,Shree Vatsaa Finance & leasing Ltd,,SHVFL,small,,True,name matches Financial Services heuristic (unverified)
INE147C01017,Vashu Bhagnani Industries Ltd,,POOJAENT,small,,False,
INE995A01013,Gravity India Ltd,,GRAVITY,small,,False,
INE176O01011,Espire Hospitality Limited,,ESPIRE,small,,False,
INE056J01015,Aarcon Facilities Ltd,,AARCON,small,,False,
INE486F01012,Zenotech Laboratories Ltd,,ZENOTECH,small,,False,
INE597C01021,Hindustan Bio Sciences Ltd,,HINDBIO,small,,False,
INE092D01013,Frontline Corporation Ltd,,FRONTCORP,small,,False,
INE121B01014,Wallfort Financial Services Ltd,,WALLFORT,small,,True,name matches Financial Services heuristic (unverified)
INE398H01015,Trustedge Capital Ltd,,TRUSTEDGE,small,,True,name matches Financial Services heuristic (unverified)
INE516F01016,Abhinav Capital Services Ltd,,ABHICAP,small,,True,name matches Financial Services heuristic (unverified)
INE311N01016,Gujjubhai Industries Ltd,,GUJJUBHAI,small,,False,
INE177D01020,Interworld Digital Ltd,,INTERDIGI,small,,False,
INE407E01029,Monind Ltd,,MONIND,small,,False,
INE079N01019,Shri Kalyan Holdings Ltd,,SHKALYN,small,,False,
INE219M01021,Atvo Enterprises Ltd,,ATVOENT,small,,False,
INE807D01030,Epuja Spiritech Ltd,,EPUJA,small,,False,
INE456B01014,Indo City Infotech Ltd,,INDOCITY,small,,False,
INE948G01019,SBEC Sugar Ltd,,SBECSUG,small,,False,
INE524D01015,Mega Fin India Ltd,,MEGFI,small,,False,
INE957E01031,Brijlaxmi Leasing & Finance Ltd,,BRIJLEAS,small,,True,name matches Financial Services heuristic (unverified)
INE395A01016,BSEL Algo Ltd,,BSELALGO,small,,False,
INE419H01019,Reliable Ventures India Ltd,,RELIABVEN,small,,False,
INE382B01012,Triumph International Finance India Ltd,,TRIUMPIN,small,,True,name matches Financial Services heuristic (unverified)
INE440E01012,SMC Credits Ltd,,SMCREDT,small,,True,name matches Financial Services heuristic (unverified)
INE634D01038,G-Tech Info-Training Ltd,,GTEIT,small,,False,
INE731B01010,H S India Ltd,,HOTLSILV,small,,False,
INE560F01022,Johnson Pharmacare Ltd,,JOHNPHARMA,small,,False,
INE088D01011,Trescon Ltd,,TRESCON,small,,False,
INE944A01011,Gujarat State Financial Corporation,,GUJSTATFIN,small,,True,name matches Financial Services heuristic (unverified)
INE514C01026,Minolta Finance Ltd,,MINOLTAF,small,,True,name matches Financial Services heuristic (unverified)
INE501C01015,Omkar Pharmachem Ltd,,OMKARPH,small,,False,
INE622E01023,Gayatri Sugars Ltd,,GAYATRI,small,,False,
INE027F01014,CMX Holdings Ltd,,CMXLTD,small,,False,
INE665D01016,Bengal Tea & Fabrics Ltd,,BENGALT,small,,False,
INE920B01019,TCI Industries Ltd,,TCIIND,small,,False,
INE394C01023,Landmarc Leisure Corporation Ltd,,LANDMARC,small,,False,
INE389D01013,TCFC Finance Ltd,,TCFCFINQ,small,,True,name matches Financial Services heuristic (unverified)
INE934A01012,Integrated Hitech Ltd,,INTEGHIT,small,,False,
INE602C01011,KJMC Corporate Advisors (India) Ltd,,KJMCCORP,small,,False,
INE042B01012,Groarc Industries India Ltd,,GROARC,small,,False,
INE418B01048,Vaarad Ventures Ltd,,VAARAD,small,,False,
INE310B01013,Danlaw Technologies India Ltd,,DANLAW,small,,False,
INE228B01017,Baron Infotech Ltd,,BARONINF,small,,False,
INE369B01019,Omni AXs Software Ltd,,OMNIAX,small,,False,
INE002B01016,Madala Holdings Ltd,,MADALA,small,,False,
INE243B01016,Padmalaya Telefilms Ltd,,PADMALAYAT,small,,False,
INE400B01020,Virgo Global Ltd,,VIRGOGLOB,small,,False,
INE448B01029,Picturehouse Media Ltd,,PICTUREHS,small,,False,
INE309B01023,Hit Kit Global Solutions Ltd,,HITKITGLO,small,,False,
INE099E01016,Nagpur Power & Industries Ltd,,NAGPI,small,,True,name matches Utilities heuristic (unverified)
INE434B01029,WEP Solutions Ltd,,WEPSOLN,small,,False,
INE464B01018,Universal Arts Ltd,,UNIVARTS,small,,False,
INE683B01047,First Fintec Ltd,,FIRSTFIN,small,,False,
INE893A01036,Baba Arts Ltd,,BABA,small,,False,
INE443B01012,Tyche Industries Ltd,,TYCHE,small,,False,
INE971A01014,Konndor Industries Ltd,,KONNDOR,small,,False,
INE718B01017,USG Tech Solutions Ltd,,USGTECH,small,,False,
INE739B01039,Fourth Generation Information Systems Ltd,,4THGEN,small,,False,
INE856B01023,Saven Technologies Ltd,,7TEC,small,,False,
INE256D01014,Genus Prime Infra Ltd,,GENUSPRIME,small,,False,
INE799C01049,Sanmit Infra Ltd,,SANINFRA,,,False,
INE541C01037,T Spiritual World Ltd,,TSPIRITUAL,small,,False,
INE655D01025,Shalimar Wires Industries Ltd,,SHALIWIR,small,,False,
INE095E01022,MPF Systems Ltd,,MPFSL,small,,False,
INE052B01011,Beeyu Overseas Ltd,,BEEYU,small,,False,
INE828G01013,Facor Alloys Ltd,,FACORALL,small,,False,
INE160H01019,PBA Infrastructure Ltd,,PBAINFRA,small,,False,
INE266H01014,Cella Space Ltd,,CELLA,small,,False,
INE302H01017,GTN Textiles Ltd,,GTNTEX,small,,False,
INE347H01012,Inditrade Capital Ltd,,INDICAP,small,,True,name matches Financial Services heuristic (unverified)
INE768E01024,AI Champdany Industries Ltd,,AICHAMP,small,,False,
INE311H01018,E-Land Apparel Ltd,,ELAND,small,,False,
INE702H01018,Jagjanani Textiles Ltd,,JAGJANANI,small,,False,
INE976H01018,Lehar Footwears Ltd,,LEHAR,small,,False,
INE928H01019,Haryana Capfin Ltd,,HARYNACAP,small,,False,
INE272G01014,Parle Industries Ltd,,PARLEIND,small,,False,
INE575I01016,Rathi Bars Ltd,,RATHIBAR,small,,False,
INE386I01018,Porwal Auto Components Ltd,,PORWAL,small,,False,
INE642I01014,Gokak Textiles Ltd,,GOKAKTEX,small,,False,
INE778I01024,Telogica Ltd,,TELOGICA,small,,False,
INF174KA1JD7,Kotak S&P BSE Sensex ETF,,SENSEX1,,,False,
INE790D01020,CHL Ltd,,CHLLTD,small,,False,
INE655I01032,Birla Cotsyn (India) Ltd,,BIRLACOT,,,False,
INE201J01017,LGB Forge Ltd,,LGBFORGE,small,,False,
INE457H01027,Simplex Mills Company Ltd,,SIMPLXMIL,small,,False,
INE456H01029,Simplex Papers Ltd,,SIMPLXPAP,small,,False,
INE429K01012,Premier Energy and Infrastructure Ltd,,PEIL,small,,False,
INE360J01011,Suryaamba Spinning Mills Ltd,,SURYAAMBA,small,,False,
INE318K01025,Shree Precoated Steels Ltd,,SPSL,small,,False,
INE143K01019,Yunik Managing Advisors Ltd,,YUNIKM,small,,False,
INE312J01012,Coromandel Engineering Company Ltd,,COROENGG,small,,False,
INE639K01016,Satchmo Holdings Ltd,,SATCH,small,,False,
INE351L01016,Sea TV Network Ltd,,SEATV,small,,False,
INE245L01028,RDB Infrastructure And Power Ltd,,RDBIPL,small,,True,name matches Utilities heuristic (unverified)
INE096L01025,Kesar Terminals & Infrastructure Ltd,,KTIL,small,,False,
INE690J01011,Innovassynth Technologies (India) Ltd,,INOVSYNTH,small,,False,
INF247L01AP3,Motilal Oswal NASDAQ 100 ETF,,MON100,,,False,
INE672K01025,True Green Bio Energy Ltd,,TRUEGREEN,small,,False,
INE932K01015,VMS Industries Ltd,,VMS,small,,False,
INE050L01048,Lesha Industries Ltd,,LESHAIND,small,,False,
INE123M01017,RDB Rasayans Ltd,,RDBRL,small,,False,
INE258M01011,Fervent Synergies Ltd,,FERVENTSYN,small,,False,
INE793G01035,PMC Fincorp Ltd,,PMCFIN,small,,False,
INE241F01011,Futuristic Solutions Ltd,,FUTSOL,small,,False,
INE123D01024,Alliance Integrated Metaliks Ltd,,AIML,small,,False,
INE883L01018,Pyxis Finvest Ltd,,PYXISFIN,small,,False,
INE550L01013,Olympic Cards Ltd,,OLPCL,small,,False,
INE393F01010,Max heights Infrastucture Ltd,,MAXHEIGHTS,small,,False,
INE204N01013,Looks Health Services Ltd,,LOOKS,small,,False,
INE958L01034,String Metaverse Ltd,,META,,,False,
INE436N01029,Advance Metering Technology Ltd,,AMTL,small,,False,
INE524N01014,Jupiter Infomedia Ltd,,JUPITERIN,small,,False,
INE581M01016,Vinayak Polycon International Ltd,,VINAYAKPOL,small,,False,
INE131N01018,Jointeca Education Solutions Ltd,,JOINTECAED,small,,False,
INE456N01019,Comfort Commotrade Ltd,,COMCL,small,,False,
INE892L01019,Shanti Guru Industries Ltd,,SHANTIGURU,small,,False,
INE176N01039,Caspian Corporate Services Ltd,,CASPIAN,,,False,
INE175N01023,Aerpace Industries Ltd,,AERPACE,small,,False,
INE234G01022,Trio Mercantile & Trading Ltd,,TRIOMERC,small,,False,
INE198N01017,Jujhar Logistics Ltd,,JUJHARLOGI,small,,False,
INE899M01020,iSERA Lifesciences Ltd,,ISERA,small,,False,
INE160O01031,Mukta Agriculture Ltd,,MUKTA,small,,False,
INE159O01033,Mystic Electronics Ltd,,MYSTICELE,small,,False,
INE274M01026,Comfort Fincap Ltd,,COMFINCAP,small,,False,
INF200K01VT2,SBI Mutual Fund - SBI Sensex ETF,,SBISENSEX,,,True,name matches Financial Services heuristic (unverified)
INE583M01012,Bothra Metals & Alloys Ltd,,BMAL,small,,False,
INE191O01010,Lakhotia Polyesters (India) Ltd,,LAKHOTIA,small,,False,
